ANO,MES,MUNICIPIO,HOMICÍDIO DOLOSO (2),Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,HOMICÍDIO CULPOSO OUTROS,TENTATIVA DE HOMICÍDIO,LESÃO CORPORAL SEGUIDA DE MORTE,LESÃO CORPORAL DOLOSA,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,LESÃO CORPORAL CULPOSA - OUTRAS,LATROCÍNIO,Nº DE VÍTIMAS EM LATROCÍNIO,TOTAL DE ESTUPRO (4),ROUBOS,ROUBO DE VEÍCULO,ROUBO A BANCO,ROUBO DE CARGA,FURTO - OUTROS,FURTO DE VEÍCULO,ROUBO - OUTROS,ESTUPRO,ESTUPRO DE VULNERÁVEL
2013,Dezembro,Cubatão,3,3,0.0,0.0,2,0,4,,34,21,3,1,1,1,79,30,0,2,84,7,,,
2013,Janeiro,Guarujá,2,5,0.0,0.0,0,0,5,,138,61,0,0,0,8,400,20,0,2,479,28,,,
2013,Fevereiro,Guarujá,6,6,0.0,0.0,3,0,7,,112,38,0,1,1,12,331,24,0,0,333,39,,,
2013,Marco,Guarujá,7,7,0.0,0.0,2,0,9,,133,71,2,1,1,14,411,62,0,0,365,40,,,
2013,Abril,Guarujá,5,5,0.0,0.0,3,0,7,,96,39,0,0,0,10,308,48,0,0,355,46,,,
2013,Maio,Guarujá,1,1,0.0,0.0,3,0,5,,103,65,0,0,0,14,396,42,0,2,280,41,,,
2013,Junho,Guarujá,2,2,0.0,0.0,6,0,7,,112,44,1,2,2,10,418,55,0,3,289,45,,,
2013,Julho,Guarujá,4,4,0.0,0.0,6,0,7,,103,52,0,0,0,10,415,66,0,2,316,40,,,
2013,Agosto,Guarujá,3,3,0.0,0.0,4,0,11,,76,60,0,1,1,16,260,41,0,1,308,33,,,
2013,Setembro,Guarujá,7,7,0.0,0.0,7,0,8,,82,56,0,0,0,9,251,30,0,1,273,25,,,
2013,Outubro,Guarujá,2,2,0.0,0.0,1,0,10,,91,72,0,0,0,9,299,40,0,3,356,14,,,
2013,Novembro,Guarujá,4,4,0.0,0.0,0,0,6,,88,54,0,0,0,4,309,39,0,2,383,31,,,
2013,Dezembro,Guarujá,3,3,0.0,0.0,2,0,5,,91,52,0,0,0,11,317,28,0,4,318,30,,,
2013,Janeiro,Itanhaém,2,2,0.0,0.0,0,0,2,,46,34,0,0,0,4,71,9,0,0,249,25,,,
2013,Fevereiro,Itanhaém,1,2,0.0,0.0,0,0,0,,53,17,0,0,0,3,46,3,0,1,183,16,,,
2013,Marco,Itanhaém,1,2,0.0,0.0,1,0,2,,38,30,2,0,0,2,47,4,0,0,162,10,,,
2013,Abril,Itanhaém,1,1,0.0,0.0,1,0,4,,67,25,4,0,0,5,69,7,0,2,196,4,,,
2013,Maio,Itanhaém,4,4,0.0,0.0,0,0,0,,35,15,1,0,0,3,63,7,0,1,209,13,,,
2013,Junho,Itanhaém,1,1,0.0,0.0,2,0,2,,30,22,2,0,0,3,82,8,0,2,183,6,,,
2013,Julho,Itanhaém,2,2,0.0,0.0,0,0,2,,21,16,1,1,1,1,71,21,0,1,246,17,,,
2013,Agosto,Itanhaém,2,2,0.0,0.0,1,0,0,,21,20,1,1,1,2,59,14,0,0,187,9,,,
2013,Setembro,Itanhaém,1,1,0.0,0.0,1,0,1,,34,36,0,0,0,2,64,18,0,1,158,15,,,
2013,Outubro,Itanhaém,2,2,0.0,0.0,3,0,1,,41,24,0,0,0,2,80,9,0,2,168,14,,,
2013,Novembro,Itanhaém,3,3,0.0,0.0,3,0,0,,38,14,0,0,0,5,61,14,0,2,90,24,,,
2013,Dezembro,Itanhaém,0,0,0.0,0.0,2,0,1,,33,15,0,0,0,4,62,30,0,0,171,40,,,
2013,Janeiro,Mongaguá,2,2,0.0,0.0,0,0,1,,32,18,3,0,0,3,51,18,0,0,187,39,,,
2013,Fevereiro,Mongaguá,0,0,0.0,0.0,0,0,1,,31,16,0,0,0,2,36,8,0,0,147,24,,,
2013,Marco,Mongaguá,0,0,0.0,0.0,0,0,1,,19,17,0,0,0,6,53,7,0,0,112,14,,,
2013,Abril,Mongaguá,0,0,0.0,0.0,0,0,1,,18,6,0,0,0,1,38,6,0,0,99,8,,,
2013,Maio,Mongaguá,0,0,0.0,0.0,0,0,0,,21,11,0,0,0,5,24,3,0,0,116,10,,,
2013,Junho,Mongaguá,1,1,0.0,0.0,0,0,0,,22,6,1,0,0,4,27,13,0,1,88,16,,,
2013,Julho,Mongaguá,1,1,0.0,0.0,2,0,1,,16,9,2,0,0,4,30,11,0,2,99,7,,,
2013,Agosto,Mongaguá,2,3,0.0,0.0,1,0,2,,26,9,0,0,0,4,26,15,0,1,97,8,,,
2013,Setembro,Mongaguá,0,0,0.0,0.0,0,0,0,,7,9,1,0,0,0,54,15,0,0,107,16,,,
2013,Outubro,Mongaguá,1,1,0.0,0.0,3,0,1,,22,24,0,0,0,1,43,19,0,0,105,7,,,
2013,Novembro,Mongaguá,2,2,0.0,0.0,2,0,3,,23,7,0,1,1,4,27,17,0,1,121,25,,,
2013,Dezembro,Mongaguá,0,0,0.0,0.0,3,0,2,,21,20,0,0,0,0,49,11,0,0,149,26,,,
2013,Janeiro,Peruíbe,0,0,0.0,0.0,1,0,1,,23,15,1,0,0,1,32,5,0,0,112,15,,,
2013,Fevereiro,Peruíbe,1,1,0.0,0.0,1,0,0,,17,14,1,0,0,2,38,3,0,1,128,14,,,
2013,Marco,Peruíbe,1,1,0.0,0.0,0,0,2,,28,15,0,0,0,1,37,5,0,0,144,16,,,
2013,Abril,Peruíbe,1,1,0.0,0.0,0,0,1,,27,14,3,0,0,1,37,5,0,0,169,12,,,
2013,Maio,Peruíbe,1,2,0.0,0.0,1,0,0,,31,19,3,0,0,0,54,5,0,0,103,2,,,
2013,Junho,Peruíbe,0,0,0.0,0.0,0,0,1,,28,4,4,0,0,0,66,0,0,0,99,11,,,
2013,Julho,Peruíbe,1,1,0.0,0.0,0,1,1,,13,11,1,0,0,0,47,11,0,0,86,4,,,
2013,Agosto,Peruíbe,0,0,0.0,0.0,1,0,0,,21,12,8,0,0,3,58,1,0,0,125,5,,,
2013,Setembro,Peruíbe,7,7,0.0,0.0,5,0,1,,19,1,3,0,0,1,47,4,0,0,132,11,,,
2013,Outubro,Peruíbe,3,3,0.0,0.0,0,0,0,,8,11,3,0,0,0,74,7,0,3,105,6,,,
2013,Novembro,Peruíbe,1,1,0.0,0.0,0,0,0,,21,11,6,0,0,0,43,2,0,0,116,6,,,
2013,Dezembro,Peruíbe,1,1,0.0,0.0,1,0,1,,29,8,9,0,0,1,60,16,0,0,110,16,,,
2013,Janeiro,Praia Grande,3,3,0.0,0.0,4,0,3,,63,197,1,2,2,15,237,59,0,0,591,63,,,
2013,Fevereiro,Praia Grande,4,4,0.0,0.0,1,0,6,,135,41,5,0,0,6,196,35,0,0,436,53,,,
2013,Marco,Praia Grande,1,1,0.0,0.0,11,0,1,,110,56,3,0,0,11,260,67,0,0,417,52,,,
2013,Abril,Praia Grande,1,1,0.0,0.0,3,0,2,,95,75,1,0,0,7,225,31,0,1,413,38,,,
2013,Maio,Praia Grande,3,3,0.0,0.0,4,1,2,,91,72,5,1,1,11,272,57,0,1,418,55,,,
2013,Junho,Praia Grande,2,2,1.0,1.0,9,0,2,,85,84,2,1,1,7,294,60,0,1,359,34,,,
2013,Julho,Praia Grande,2,2,0.0,0.0,4,0,2,,85,67,3,1,1,9,239,130,0,0,374,40,,,
2013,Agosto,Praia Grande,3,3,0.0,0.0,3,0,1,,68,63,1,1,1,9,217,92,0,0,369,49,,,
2013,Setembro,Praia Grande,2,2,0.0,0.0,6,0,3,,77,75,3,1,1,8,231,70,0,3,377,48,,,
2013,Outubro,Praia Grande,3,3,0.0,0.0,4,0,6,,64,96,1,0,0,5,269,56,0,0,385,45,,,
2013,Novembro,Praia Grande,2,2,0.0,0.0,1,1,3,,74,99,0,0,0,8,247,93,0,1,340,80,,,
2013,Dezembro,Praia Grande,3,3,0.0,0.0,5,0,9,,79,98,0,0,0,7,230,82,0,0,397,70,,,
2013,Janeiro,Santos,4,6,0.0,0.0,3,0,9,,186,72,2,0,0,7,321,29,0,2,937,112,,,
2013,Fevereiro,Santos,1,1,0.0,0.0,0,1,5,,163,40,27,0,0,3,277,16,0,3,706,106,,,
2013,Marco,Santos,1,1,0.0,0.0,4,0,6,,142,64,14,0,0,8,289,22,0,7,814,107,,,
2013,Abril,Santos,1,1,0.0,0.0,2,0,5,,148,66,18,0,0,8,412,24,0,4,888,130,,,
2013,Maio,Santos,5,5,0.0,0.0,2,1,4,,128,58,13,1,1,6,402,21,0,7,804,90,,,
2013,Junho,Santos,1,1,0.0,0.0,0,1,7,,57,149,5,0,0,5,352,19,0,6,802,89,,,
2013,Julho,Santos,3,3,0.0,0.0,1,0,10,,86,71,7,0,0,13,336,28,0,8,696,96,,,
2013,Agosto,Santos,4,4,0.0,0.0,1,0,6,,131,78,12,0,0,6,347,43,0,5,706,87,,,
2013,Setembro,Santos,3,3,0.0,0.0,0,0,2,,135,63,8,0,0,5,300,18,0,3,589,93,,,
2013,Outubro,Santos,2,2,0.0,0.0,3,0,7,,112,73,17,0,0,4,276,15,0,3,741,129,,,
2013,Novembro,Santos,5,5,0.0,0.0,5,0,7,,100,60,8,1,1,6,345,23,0,2,647,126,,,
2013,Dezembro,Santos,0,0,0.0,0.0,5,0,8,,72,46,15,0,0,3,270,32,0,3,585,86,,,
2013,Janeiro,São Vicente,5,5,0.0,0.0,1,0,2,,128,40,2,0,0,7,305,45,0,0,429,71,,,
2013,Fevereiro,São Vicente,1,1,0.0,0.0,1,1,2,,120,47,2,0,0,5,258,46,0,0,321,54,,,
2013,Marco,São Vicente,5,5,0.0,0.0,2,0,3,,84,59,1,1,1,19,260,68,0,1,347,54,,,
2013,Abril,São Vicente,4,4,0.0,0.0,2,0,3,,130,64,2,0,0,7,358,60,0,2,405,62,,,
2013,Maio,São Vicente,4,4,0.0,0.0,2,0,2,,86,65,1,1,1,7,360,57,0,2,369,62,,,
2013,Junho,São Vicente,4,4,0.0,0.0,1,1,4,,109,43,2,0,0,4,363,69,0,1,361,54,,,
2013,Julho,São Vicente,2,2,0.0,0.0,3,0,1,,88,72,6,0,0,5,415,79,0,1,402,69,,,
2013,Agosto,São Vicente,3,3,0.0,0.0,3,0,4,,78,74,0,0,0,7,356,38,0,0,362,68,,,
2013,Setembro,São Vicente,2,2,0.0,0.0,5,0,3,,97,83,4,0,0,4,278,46,0,0,314,78,,,
2013,Outubro,São Vicente,4,4,0.0,0.0,2,0,1,,85,63,2,0,0,5,352,49,0,0,300,82,,,
2013,Novembro,São Vicente,1,1,0.0,0.0,1,0,4,,71,83,0,0,0,1,335,75,0,0,334,73,,,
2013,Dezembro,São Vicente,4,4,0.0,0.0,3,0,5,,84,62,1,2,2,6,244,52,0,1,254,65,,,
2014,Janeiro,Bertioga,1,1,0.0,0.0,2,0,2,,21,19,0,0,0,6,29,12,0,0,162,6,,,
2014,Fevereiro,Bertioga,0,0,0.0,0.0,1,0,1,,23,7,0,1,1,1,29,10,0,0,104,8,,,
2014,Marco,Bertioga,1,1,0.0,0.0,1,0,0,,20,9,1,0,0,0,42,4,0,0,118,5,,,
2014,Abril,Bertioga,1,1,0.0,0.0,1,0,3,,21,4,0,0,0,0,32,5,0,0,87,10,,,
2014,Maio,Bertioga,2,2,0.0,0.0,0,0,0,,30,5,0,0,0,1,45,8,0,0,92,11,,,
2014,Junho,Bertioga,1,1,0.0,0.0,3,0,0,,23,8,0,0,0,1,22,9,0,0,94,9,,,
2014,Julho,Bertioga,0,0,0.0,0.0,0,0,0,,14,9,0,0,0,0,20,2,1,0,79,8,,,
2014,Agosto,Bertioga,0,0,0.0,0.0,0,0,1,,16,11,0,0,0,0,21,1,0,0,71,6,,,
2014,Setembro,Bertioga,1,1,0.0,0.0,1,0,0,,27,8,0,0,0,0,16,2,0,0,75,5,,,
2014,Outubro,Bertioga,0,0,0.0,0.0,0,0,3,,22,17,0,0,0,0,30,2,0,0,100,8,,,
2014,Novembro,Bertioga,0,0,0.0,0.0,3,0,2,,31,14,0,0,0,0,34,5,0,0,122,1,,,
2014,Dezembro,Bertioga,0,0,0.0,0.0,0,1,1,,35,16,0,0,0,0,37,2,0,0,130,6,,,
2014,Janeiro,Cubatão,1,1,0.0,0.0,1,1,4,,41,36,1,0,0,4,155,40,0,3,146,28,,,
2014,Fevereiro,Cubatão,1,1,0.0,0.0,2,0,3,,31,26,0,0,0,0,126,38,0,3,132,12,,,
2014,Marco,Cubatão,3,3,0.0,0.0,5,0,2,,32,48,2,0,0,3,118,39,0,5,124,12,,,
2014,Abril,Cubatão,1,1,0.0,0.0,2,0,3,,31,32,1,0,0,2,94,25,0,1,116,9,,,
2014,Maio,Cubatão,1,2,1.0,2.0,2,0,6,,33,37,1,0,0,4,79,27,1,7,98,21,,,
2014,Junho,Cubatão,2,2,0.0,0.0,3,0,4,,32,26,0,0,0,1,90,30,0,3,96,17,,,
2014,Julho,Cubatão,0,0,0.0,0.0,2,0,8,,33,26,0,0,0,0,90,35,0,3,98,22,,,
2014,Agosto,Cubatão,1,1,0.0,0.0,1,1,5,,28,24,0,0,0,3,91,32,0,5,103,11,,,
2014,Setembro,Cubatão,2,2,0.0,0.0,3,0,3,,22,23,5,0,0,2,90,27,0,5,104,15,,,
2014,Outubro,Cubatão,2,2,0.0,0.0,5,0,7,,19,28,4,0,0,2,75,25,0,6,102,10,,,
2014,Novembro,Cubatão,1,1,0.0,0.0,0,0,10,,32,25,1,0,0,1,72,34,0,0,90,12,,,
2014,Dezembro,Cubatão,2,2,0.0,0.0,2,1,3,,24,26,1,0,0,0,89,41,0,3,109,10,,,
2014,Janeiro,Guarujá,8,8,0.0,0.0,1,1,5,,149,81,0,0,0,8,508,33,0,0,558,42,,,
2014,Fevereiro,Guarujá,2,5,0.0,0.0,0,0,7,,17,101,37,0,0,8,305,33,1,2,539,34,,,
2014,Marco,Guarujá,3,3,0.0,0.0,3,0,5,,88,60,1,1,1,4,374,31,0,5,333,48,,,
2014,Abril,Guarujá,1,1,0.0,0.0,1,0,6,,82,68,0,0,0,6,326,20,0,0,225,51,,,
2014,Maio,Guarujá,3,3,0.0,0.0,4,0,2,,80,51,1,1,1,7,320,20,0,0,298,26,,,
2014,Junho,Guarujá,4,4,0.0,0.0,3,0,7,,79,65,0,0,0,5,312,17,0,5,227,23,,,
2014,Julho,Guarujá,6,7,0.0,0.0,1,0,1,,85,79,1,0,0,13,298,25,0,3,255,25,,,
2014,Agosto,Guarujá,1,1,0.0,0.0,2,0,4,,73,62,3,0,0,2,311,29,0,0,282,38,,,
2014,Setembro,Guarujá,3,3,0.0,0.0,4,0,1,,78,73,0,0,0,9,285,18,0,2,261,27,,,
2014,Outubro,Guarujá,1,1,0.0,0.0,3,0,4,,95,72,0,1,1,7,299,16,0,4,314,30,,,
2014,Novembro,Guarujá,4,4,0.0,0.0,2,0,6,,68,53,1,1,1,7,241,24,0,1,260,21,,,
2014,Dezembro,Guarujá,0,0,0.0,0.0,1,0,3,,63,66,0,0,0,0,256,12,0,3,298,28,,,
2014,Janeiro,Itanhaém,1,1,0.0,0.0,6,0,1,,58,21,0,0,0,5,61,12,0,0,232,29,,,
2014,Fevereiro,Itanhaém,0,0,0.0,0.0,5,0,4,,49,17,0,0,0,2,58,10,0,0,252,21,,,
2014,Marco,Itanhaém,0,0,0.0,0.0,1,0,2,,32,19,1,0,0,0,66,9,0,0,158,26,,,
2014,Abril,Itanhaém,1,1,0.0,0.0,3,0,2,,37,16,1,1,2,6,81,11,0,1,196,18,,,
2014,Maio,Itanhaém,1,1,0.0,0.0,1,0,0,,37,33,0,0,0,8,76,14,1,1,182,21,,,
2014,Junho,Itanhaém,1,1,0.0,0.0,0,0,1,,37,29,0,0,0,2,79,17,0,0,232,17,,,
2014,Julho,Itanhaém,2,2,0.0,0.0,1,0,1,,29,28,2,1,1,1,54,10,0,0,175,17,,,
2014,Agosto,Itanhaém,1,1,0.0,0.0,0,0,0,,32,27,2,1,1,4,66,22,0,1,149,18,,,
2014,Setembro,Itanhaém,1,1,0.0,0.0,2,0,1,,48,17,0,0,0,4,67,17,0,0,169,23,,,
2014,Outubro,Itanhaém,4,4,0.0,0.0,1,0,0,,50,25,1,0,0,2,71,17,0,1,204,23,,,
2014,Novembro,Itanhaém,1,1,0.0,0.0,1,0,1,,38,13,0,1,1,1,67,27,0,0,171,24,,,
2014,Dezembro,Itanhaém,1,1,0.0,0.0,1,0,1,,50,27,0,1,1,5,75,14,0,0,244,55,,,
2014,Janeiro,Mongaguá,1,1,0.0,0.0,3,0,2,,37,15,0,1,1,0,43,22,0,0,138,29,,,
2014,Fevereiro,Mongaguá,1,1,0.0,0.0,1,0,2,,24,11,0,0,0,0,27,10,0,2,112,19,,,
2014,Marco,Mongaguá,0,0,0.0,0.0,1,0,2,,20,13,0,0,0,3,43,14,0,0,186,20,,,
2014,Abril,Mongaguá,0,0,0.0,0.0,1,1,3,,23,18,0,0,0,1,37,14,0,0,132,11,,,
2014,Maio,Mongaguá,2,2,0.0,0.0,1,0,3,,14,14,0,1,1,2,30,14,0,0,112,14,,,
2014,Junho,Mongaguá,0,0,0.0,0.0,0,0,0,,18,9,0,0,0,1,32,7,0,0,91,10,,,
2014,Julho,Mongaguá,0,0,0.0,0.0,1,0,0,,9,9,0,0,0,0,31,6,0,2,99,2,,,
2014,Agosto,Mongaguá,1,1,0.0,0.0,0,0,1,,24,10,0,0,0,0,41,13,0,0,84,14,,,
2014,Setembro,Mongaguá,0,0,0.0,0.0,1,0,1,,16,9,2,0,0,3,62,9,0,0,134,13,,,
2014,Outubro,Mongaguá,2,2,0.0,0.0,0,0,1,,31,11,0,0,0,2,69,10,0,0,119,14,,,
2014,Novembro,Mongaguá,0,0,0.0,0.0,1,0,0,,11,11,0,0,0,0,58,14,0,1,148,20,,,
2014,Dezembro,Mongaguá,0,0,0.0,0.0,1,0,0,,22,10,2,0,0,0,62,16,0,2,225,46,,,
2014,Janeiro,Peruíbe,2,2,0.0,0.0,0,0,0,,33,17,3,0,0,0,67,25,0,0,202,18,,,
2014,Fevereiro,Peruíbe,0,0,0.0,0.0,1,0,0,,31,19,13,0,0,4,75,17,0,1,152,24,,,
2014,Marco,Peruíbe,1,1,0.0,0.0,0,0,0,,26,23,1,0,0,2,103,33,0,0,124,20,,,
2014,Abril,Peruíbe,0,0,0.0,0.0,1,0,0,,22,10,7,0,0,3,82,15,0,0,93,14,,,
2014,Maio,Peruíbe,0,0,0.0,0.0,1,0,0,,23,17,3,0,0,0,81,6,0,2,87,18,,,
2014,Junho,Peruíbe,0,0,0.0,0.0,0,0,0,,20,3,1,0,0,0,44,8,0,0,59,17,,,
2014,Julho,Peruíbe,0,0,0.0,0.0,2,0,0,,24,22,1,0,0,0,50,7,0,0,106,13,,,
2014,Agosto,Peruíbe,1,1,0.0,0.0,1,0,1,,20,13,1,0,0,3,41,9,0,0,88,9,,,
2014,Setembro,Peruíbe,0,0,0.0,0.0,0,0,0,,14,5,0,0,0,3,44,6,0,0,115,6,,,
2014,Outubro,Peruíbe,1,1,0.0,0.0,1,0,0,,17,14,1,0,0,1,43,5,0,0,97,11,,,
2014,Novembro,Peruíbe,1,1,0.0,0.0,0,0,0,,18,12,0,0,0,2,33,8,0,0,109,14,,,
2014,Dezembro,Peruíbe,1,1,0.0,0.0,1,0,1,,20,12,0,0,0,0,47,3,0,1,98,17,,,
2014,Janeiro,Praia Grande,2,3,0.0,0.0,2,1,8,,103,125,3,1,1,3,570,77,0,1,695,112,,,
2014,Fevereiro,Praia Grande,4,5,0.0,0.0,3,0,6,,88,55,1,1,1,1,405,96,2,0,423,45,,,
2014,Marco,Praia Grande,3,3,0.0,0.0,1,0,6,,84,82,0,0,0,6,406,130,0,2,457,72,,,
2014,Abril,Praia Grande,1,1,0.0,0.0,1,0,7,,63,79,0,1,1,6,317,95,0,0,392,72,,,
2014,Maio,Praia Grande,3,3,0.0,0.0,4,0,6,,34,94,0,3,3,2,299,79,0,6,378,65,,,
2014,Junho,Praia Grande,2,2,0.0,0.0,5,0,5,,52,78,0,0,0,8,279,52,0,3,333,54,,,
2014,Julho,Praia Grande,2,2,0.0,0.0,2,0,3,,41,67,0,0,0,5,280,73,0,0,390,49,,,
2014,Agosto,Praia Grande,5,5,0.0,0.0,1,0,7,,34,77,1,0,0,10,241,123,0,0,327,53,,,
2014,Setembro,Praia Grande,1,1,0.0,0.0,2,0,2,,61,87,0,0,0,1,218,43,0,1,373,47,,,
2014,Outubro,Praia Grande,1,1,0.0,0.0,6,0,6,,75,90,1,0,0,5,352,105,1,2,522,103,,,
2014,Novembro,Praia Grande,2,3,0.0,0.0,2,0,9,,56,80,1,0,0,3,266,97,1,2,436,88,,,
2014,Dezembro,Praia Grande,2,2,0.0,0.0,1,0,7,,45,102,1,0,0,1,284,181,0,3,453,95,,,
2014,Janeiro,Santos,1,1,0.0,0.0,1,1,2,,128,75,2,0,0,2,521,38,0,3,826,101,,,
2014,Fevereiro,Santos,0,0,0.0,0.0,3,0,4,,116,67,2,0,0,4,446,43,0,4,630,134,,,
2014,Marco,Santos,2,2,0.0,0.0,3,0,3,,101,69,4,1,1,5,418,53,0,0,563,116,,,
2014,Abril,Santos,0,0,0.0,0.0,0,0,8,,139,59,2,0,0,6,615,28,0,1,728,161,,,
2014,Maio,Santos,4,4,0.0,0.0,2,0,3,,100,70,3,0,0,0,479,35,0,3,597,156,,,
2014,Junho,Santos,2,2,0.0,0.0,1,0,4,,114,61,6,1,1,3,401,36,1,1,443,128,,,
2014,Julho,Santos,1,1,0.0,0.0,1,0,7,,75,64,7,0,0,0,360,50,0,1,540,138,,,
2014,Agosto,Santos,0,0,0.0,0.0,4,2,3,,101,70,2,0,0,3,363,37,0,6,538,148,,,
2014,Setembro,Santos,0,0,0.0,0.0,3,0,4,,79,68,7,0,0,7,374,37,1,7,577,142,,,
2014,Outubro,Santos,2,2,0.0,0.0,0,1,6,,92,65,6,0,0,3,329,34,0,1,549,154,,,
2014,Novembro,Santos,0,0,0.0,0.0,1,0,5,,84,52,3,1,1,4,325,32,0,1,447,137,,,
2014,Dezembro,Santos,4,4,0.0,0.0,0,0,4,,104,67,4,0,0,4,353,42,0,8,516,95,,,
2014,Janeiro,São Vicente,2,2,0.0,0.0,6,0,4,,102,64,1,1,1,3,472,57,0,2,427,60,,,
2014,Fevereiro,São Vicente,3,4,0.0,0.0,2,0,7,,103,69,3,1,1,2,365,55,0,0,274,46,,,
2014,Marco,São Vicente,5,5,0.0,0.0,0,0,5,,95,87,1,0,0,5,353,54,0,0,305,66,,,
2014,Abril,São Vicente,5,5,0.0,0.0,4,0,5,,88,88,2,3,4,2,430,79,0,1,312,59,,,
2014,Maio,São Vicente,4,4,0.0,0.0,2,0,2,,67,58,1,0,0,3,408,54,0,1,309,72,,,
2014,Junho,São Vicente,3,3,0.0,0.0,5,0,3,,68,54,1,0,0,2,324,43,0,1,273,51,,,
2014,Julho,São Vicente,1,1,0.0,0.0,3,0,4,,72,75,1,0,0,12,229,45,0,0,320,57,,,
2014,Agosto,São Vicente,2,2,0.0,0.0,4,0,4,,69,73,1,2,2,4,362,46,0,1,300,63,,,
2014,Setembro,São Vicente,2,2,0.0,0.0,4,0,3,,99,85,0,0,0,5,311,69,0,0,320,65,,,
2014,Outubro,São Vicente,2,2,0.0,0.0,4,1,4,,98,82,2,0,0,5,306,49,0,1,342,48,,,
2014,Novembro,São Vicente,5,6,0.0,0.0,2,0,3,,82,63,2,0,0,6,255,53,0,0,278,41,,,
2014,Dezembro,São Vicente,3,3,0.0,0.0,5,0,3,,92,65,2,0,0,2,298,47,0,2,279,49,,,
2015,Janeiro,Bertioga,0,0,0.0,0.0,1,0,1,,29,12,0,0,0,0,40,2,0,0,182,7,...,,
2015,Fevereiro,Bertioga,0,0,0.0,0.0,0,0,0,,24,12,0,0,0,3,38,3,0,0,134,9,...,,
2015,Marco,Bertioga,0,0,0.0,0.0,1,0,2,,19,8,0,0,0,1,27,9,0,0,126,5,...,,
2015,Abril,Bertioga,1,1,0.0,0.0,1,0,0,,25,15,0,0,0,0,42,4,0,0,116,6,...,,
2015,Maio,Bertioga,1,1,0.0,0.0,1,0,1,,29,9,0,0,0,0,25,6,0,0,90,4,...,,
2015,Junho,Bertioga,1,1,0.0,0.0,1,0,0,,18,10,0,0,0,0,21,2,0,0,73,3,...,,
2015,Julho,Bertioga,2,2,0.0,0.0,3,0,1,,20,4,0,0,0,4,26,2,0,0,72,6,...,,
2015,Agosto,Bertioga,1,1,0.0,0.0,0,1,1,,27,7,0,0,0,0,27,9,0,0,111,7,...,,
2015,Setembro,Bertioga,0,0,0.0,0.0,3,0,1,,28,4,0,0,0,1,18,2,0,0,89,3,...,,
2015,Outubro,Bertioga,1,1,0.0,0.0,2,0,0,,24,12,0,0,0,1,32,4,0,0,118,9,...,,
2015,Novembro,Bertioga,1,1,0.0,0.0,3,0,0,,23,6,0,0,0,0,14,6,0,1,93,9,...,,
2015,Dezembro,Bertioga,0,0,0.0,0.0,1,0,1,,33,7,0,0,0,1,39,6,0,0,114,6,...,,
2015,Janeiro,Cubatão,1,1,0.0,0.0,2,1,1,,39,27,2,0,0,2,92,42,0,5,98,16,...,...,
2015,Fevereiro,Cubatão,2,2,0.0,0.0,3,0,5,,32,19,3,0,0,1,90,36,0,1,95,14,...,...,
2015,Marco,Cubatão,1,1,0.0,0.0,4,0,1,,22,29,1,0,0,0,117,49,1,4,112,10,...,...,
2015,Abril,Cubatão,1,1,0.0,0.0,1,0,7,,20,26,1,1,1,2,104,45,0,1,103,14,...,...,
2015,Maio,Cubatão,2,2,0.0,0.0,0,1,8,,14,29,0,0,0,0,129,29,0,1,95,15,...,...,
2015,Junho,Cubatão,1,1,0.0,0.0,1,1,5,,18,21,1,1,1,1,111,36,0,0,98,13,...,...,
2015,Julho,Cubatão,1,1,0.0,0.0,0,0,1,,14,23,1,1,1,0,88,35,0,1,117,10,...,...,
2015,Agosto,Cubatão,1,1,0.0,0.0,3,0,5,,21,23,1,0,0,1,88,50,0,3,107,7,...,...,
2015,Setembro,Cubatão,0,0,0.0,0.0,0,1,3,,32,24,2,0,0,3,76,37,0,1,115,11,...,...,
2015,Outubro,Cubatão,1,1,0.0,0.0,0,0,2,,25,21,0,0,0,0,62,30,0,2,92,7,...,...,
2015,Novembro,Cubatão,0,0,0.0,0.0,0,0,2,,26,15,0,0,0,0,75,44,0,1,88,11,...,...,
2015,Dezembro,Cubatão,1,1,0.0,0.0,3,0,4,,22,15,0,0,0,1,75,38,0,3,107,18,...,...,
2015,Janeiro,Guarujá,3,3,0.0,0.0,1,0,1,,41,80,0,0,0,2,282,19,0,2,462,35,...,...,
2015,Fevereiro,Guarujá,2,2,0.0,0.0,1,0,5,,60,51,3,0,0,5,198,9,0,1,297,35,...,...,
2015,Marco,Guarujá,1,1,0.0,0.0,5,0,8,,62,54,1,1,1,5,248,19,0,2,248,20,...,...,
2015,Abril,Guarujá,2,2,0.0,0.0,0,0,3,,48,44,1,1,1,4,290,12,0,3,331,13,...,...,
2015,Maio,Guarujá,2,3,1.0,2.0,0,0,2,,83,50,1,0,0,5,246,14,0,1,292,38,...,...,
2015,Junho,Guarujá,3,3,0.0,0.0,2,0,4,,50,61,3,1,1,6,250,13,0,2,244,31,...,...,
